,Name,MarketCap,Sector,industry,ExDivDate,StockPrice,DivYield,DivShare,Volatility,Expiry,OptionPrice,Open Int,Strike,Vol,NumDivs,DivIncome,GLExercise,TotalIncome,Return,AnnRet
ABAX,"ABAXIS, Inc.",875805000,Capital Goods,Industrial Machinery/Components,12-13-2012,39.9,1,3.325,79.540825033,05-18-13,0.3,1,54,0,1,3.325,14.1,3.625,0.0908521303,0.272556391
ABBV,AbbVie Inc.,59408000000,Consumer Durables,Major Pharmaceuticals,1-11-2012,37.6,0.4,1.2533333333,5.0043422149,02-16-13,2.7,"1,733",35,6,2,2.5066666667,-2.6,2.6066666667,0.0693262411,0.8319148936
ABBV,AbbVie Inc.,59408000000,Consumer Durables,Major Pharmaceuticals,1-11-2012,37.6,0.4,1.2533333333,5.0043422149,02-16-13,0.8,"1,941",37.5,268,2,2.5066666667,-0.1,3.2066666667,0.0852836879,1.0234042553
ABBV,AbbVie Inc.,59408000000,Consumer Durables,Major Pharmaceuticals,1-11-2012,37.6,0.4,1.2533333333,5.0043422149,02-16-13,0.1,284,40,15,2,2.5066666667,2.4,2.6066666667,0.0693262411,0.8319148936
ABBV,AbbVie Inc.,59408000000,Consumer Durables,Major Pharmaceuticals,1-11-2012,37.6,0.4,1.2533333333,5.0043422149,02-16-13,23.95,2,45,2,2,2.5066666667,7.4,26.4566666667,0.7036347518,8.4436170213
ABBV,AbbVie Inc.,59408000000,Consumer Durables,Major Pharmaceuticals,1-11-2012,37.6,0.4,1.2533333333,5.0043422149,02-16-13,20.9,4,50,2,2,2.5066666667,12.4,23.4066666667,0.6225177305,7.470212766
ABBV,AbbVie Inc.,59408000000,Consumer Durables,Major Pharmaceuticals,1-11-2012,37.6,0.4,1.2533333333,5.0043422149,02-16-13,2.7,"1,733",35,6,2,2.5066666667,-2.6,2.6066666667,0.0693262411,0.8319148936
ABBV,AbbVie Inc.,59408000000,Consumer Durables,Major Pharmaceuticals,1-11-2012,37.6,0.4,1.2533333333,5.0043422149,02-16-13,0.8,"1,941",37.5,268,2,2.5066666667,-0.1,3.2066666667,0.0852836879,1.0234042553
ABBV,AbbVie Inc.,59408000000,Consumer Durables,Major Pharmaceuticals,1-11-2012,37.6,0.4,1.2533333333,5.0043422149,02-16-13,0.1,284,40,15,2,2.5066666667,2.4,2.6066666667,0.0693262411,0.8319148936
ABBV,AbbVie Inc.,59408000000,Consumer Durables,Major Pharmaceuticals,1-11-2012,37.6,0.4,1.2533333333,5.0043422149,02-16-13,23.95,2,45,2,2,2.5066666667,7.4,26.4566666667,0.7036347518,8.4436170213
ABBV,AbbVie Inc.,59408000000,Consumer Durables,Major Pharmaceuticals,1-11-2012,37.6,0.4,1.2533333333,5.0043422149,02-16-13,20.9,4,50,2,2,2.5066666667,12.4,23.4066666667,0.6225177305,7.470212766
ABBV,AbbVie Inc.,59408000000,Consumer Durables,Major Pharmaceuticals,1-11-2012,37.6,0.4,1.2533333333,5.0043422149,03-16-13,2.6,38,35,3,2,2.5066666667,-2.6,2.5066666667,0.0666666667,0.4
ABBV,AbbVie Inc.,59408000000,Consumer Durables,Major Pharmaceuticals,1-11-2012,37.6,0.4,1.2533333333,5.0043422149,03-16-13,1.2,687,37.5,89,2,2.5066666667,-0.1,3.6066666667,0.0959219858,0.5755319149
ABBV,AbbVie Inc.,59408000000,Consumer Durables,Major Pharmaceuticals,1-11-2012,37.6,0.4,1.2533333333,5.0043422149,03-16-13,0.3,"1,721",40,135,2,2.5066666667,2.4,2.8066666667,0.0746453901,0.4478723404
ABBV,AbbVie Inc.,59408000000,Consumer Durables,Major Pharmaceuticals,1-11-2012,37.6,0.4,1.2533333333,5.0043422149,05-18-13,34.65,3,35,3,2,2.5066666667,-2.6,34.5566666667,0.9190602837,2.7571808511
ABBV,AbbVie Inc.,59408000000,Consumer Durables,Major Pharmaceuticals,1-11-2012,37.6,0.4,1.2533333333,5.0043422149,05-18-13,1.5,517,37.5,40,2,2.5066666667,-0.1,3.9066666667,0.1039007092,0.3117021277
ABBV,AbbVie Inc.,59408000000,Consumer Durables,Major Pharmaceuticals,1-11-2012,37.6,0.4,1.2533333333,5.0043422149,05-18-13,0.55,"1,153",40,249,2,2.5066666667,2.4,3.0566666667,0.0812943262,0.2438829787
ABBV,AbbVie Inc.,59408000000,Consumer Durables,Major Pharmaceuticals,1-11-2012,37.6,0.4,1.2533333333,5.0043422149,05-18-13,20.1,4,50,3,2,2.5066666667,12.4,22.6066666667,0.6012411348,1.8037234043
ABBV,AbbVie Inc.,59408000000,Consumer Durables,Major Pharmaceuticals,1-11-2012,37.6,0.4,1.2533333333,5.0043422149,05-18-13,12.7,21,55,5,2,2.5066666667,17.4,15.2066666667,0.4044326241,1.2132978723
ABC,AmerisourceBergen Corporation (Holding Co),10390517866.98,Health Care,Other Pharmaceuticals,11-15-2012,45.03,0.6,2.2515,25.8260867828,02-16-13,1.2,522,44,54,1,2.2515,-1.03,2.4215,0.0537752609,0.6453031312
ABC,AmerisourceBergen Corporation (Holding Co),10390517866.98,Health Care,Other Pharmaceuticals,11-15-2012,45.03,0.6,2.2515,25.8260867828,02-16-13,0.7,343,45,26,1,2.2515,-0.03,2.9215,0.0648789696,0.7785476349
ABC,AmerisourceBergen Corporation (Holding Co),10390517866.98,Health Care,Other Pharmaceuticals,11-15-2012,45.03,0.6,2.2515,25.8260867828,02-16-13,0.25,269,46,115,1,2.2515,0.97,2.5015,0.0555518543,0.6666222518
ABC,AmerisourceBergen Corporation (Holding Co),10390517866.98,Health Care,Other Pharmaceuticals,11-15-2012,45.03,0.6,2.2515,25.8260867828,02-16-13,0.1,692,47,10,1,2.2515,1.97,2.3515,0.0522207417,0.6266489007
ABC,AmerisourceBergen Corporation (Holding Co),10390517866.98,Health Care,Other Pharmaceuticals,11-15-2012,45.03,0.6,2.2515,25.8260867828,02-16-13,0.06,2,48,2,1,2.2515,2.97,2.3115,0.051332445,0.6159893404
ABC,AmerisourceBergen Corporation (Holding Co),10390517866.98,Health Care,Other Pharmaceuticals,11-15-2012,45.03,0.6,2.2515,25.8260867828,02-16-13,1.2,522,44,54,1,2.2515,-1.03,2.4215,0.0537752609,0.6453031312
ABC,AmerisourceBergen Corporation (Holding Co),10390517866.98,Health Care,Other Pharmaceuticals,11-15-2012,45.03,0.6,2.2515,25.8260867828,02-16-13,0.7,343,45,26,1,2.2515,-0.03,2.9215,0.0648789696,0.7785476349
ABC,AmerisourceBergen Corporation (Holding Co),10390517866.98,Health Care,Other Pharmaceuticals,11-15-2012,45.03,0.6,2.2515,25.8260867828,02-16-13,0.25,269,46,115,1,2.2515,0.97,2.5015,0.0555518543,0.6666222518
ABC,AmerisourceBergen Corporation (Holding Co),10390517866.98,Health Care,Other Pharmaceuticals,11-15-2012,45.03,0.6,2.2515,25.8260867828,02-16-13,0.1,692,47,10,1,2.2515,1.97,2.3515,0.0522207417,0.6266489007
ABC,AmerisourceBergen Corporation (Holding Co),10390517866.98,Health Care,Other Pharmaceuticals,11-15-2012,45.03,0.6,2.2515,25.8260867828,02-16-13,0.06,2,48,2,1,2.2515,2.97,2.3115,0.051332445,0.6159893404
ABC,AmerisourceBergen Corporation (Holding Co),10390517866.98,Health Care,Other Pharmaceuticals,11-15-2012,45.03,0.6,2.2515,25.8260867828,03-16-13,1.45,38,44,2,1,2.2515,-1.03,2.6715,0.0593271153,0.3559626915
ABC,AmerisourceBergen Corporation (Holding Co),10390517866.98,Health Care,Other Pharmaceuticals,11-15-2012,45.03,0.6,2.2515,25.8260867828,03-16-13,0.9,50,45,19,1,2.2515,-0.03,3.1215,0.069320453,0.4159227182
ABC,AmerisourceBergen Corporation (Holding Co),10390517866.98,Health Care,Other Pharmaceuticals,11-15-2012,45.03,0.6,2.2515,25.8260867828,03-16-13,0.45,220,46,24,1,2.2515,0.97,2.7015,0.0599933378,0.3599600266
ABC,AmerisourceBergen Corporation (Holding Co),10390517866.98,Health Care,Other Pharmaceuticals,11-15-2012,45.03,0.6,2.2515,25.8260867828,03-16-13,0.6,20,47,20,1,2.2515,1.97,2.8515,0.0633244504,0.3799467022
ABC,AmerisourceBergen Corporation (Holding Co),10390517866.98,Health Care,Other Pharmaceuticals,11-15-2012,45.03,0.6,2.2515,25.8260867828,05-18-13,2.25,38,44,2,2,4.503,-1.03,5.723,0.1270930491,0.3812791472
ABC,AmerisourceBergen Corporation (Holding Co),10390517866.98,Health Care,Other Pharmaceuticals,11-15-2012,45.03,0.6,2.2515,25.8260867828,05-18-13,1.4,80,45,1,2,4.503,-0.03,5.873,0.1304241617,0.391272485
ABC,AmerisourceBergen Corporation (Holding Co),10390517866.98,Health Care,Other Pharmaceuticals,11-15-2012,45.03,0.6,2.2515,25.8260867828,05-18-13,1,311,46,3,2,4.503,0.97,5.503,0.1222074173,0.3666222518
ABC,AmerisourceBergen Corporation (Holding Co),10390517866.98,Health Care,Other Pharmaceuticals,11-15-2012,45.03,0.6,2.2515,25.8260867828,05-18-13,0.65,661,47,14,2,4.503,1.97,5.153,0.1144348212,0.3433044637
ABC,AmerisourceBergen Corporation (Holding Co),10390517866.98,Health Care,Other Pharmaceuticals,11-15-2012,45.03,0.6,2.2515,25.8260867828,05-18-13,0.6,"1,972",48,"2,095",2,4.503,2.97,5.103,0.1133244504,0.3399733511
ABFS,Arkansas Best Corporation,285883398.72,Transportation,Trucking Freight/Courier Services,11-2-2012,11.16,0.12,0.1116,47.0910443339,02-16-13,2.58,1,7.5,1,1,0.1116,-3.66,-0.9684,-0.0867741935,-1.0412903226
ABFS,Arkansas Best Corporation,285883398.72,Transportation,Trucking Freight/Courier Services,11-2-2012,11.16,0.12,0.1116,47.0910443339,02-16-13,0.9,77,10,13,1,0.1116,-1.16,-0.1484,-0.013297491,-0.1595698925
ABFS,Arkansas Best Corporation,285883398.72,Transportation,Trucking Freight/Courier Services,11-2-2012,11.16,0.12,0.1116,47.0910443339,02-16-13,0.2,284,12.5,9,1,0.1116,1.34,0.3116,0.027921147,0.3350537634
ABFS,Arkansas Best Corporation,285883398.72,Transportation,Trucking Freight/Courier Services,11-2-2012,11.16,0.12,0.1116,47.0910443339,02-16-13,0.05,1,17.5,1,1,0.1116,6.34,0.1616,0.0144802867,0.1737634409
ABFS,Arkansas Best Corporation,285883398.72,Transportation,Trucking Freight/Courier Services,11-2-2012,11.16,0.12,0.1116,47.0910443339,02-16-13,2.58,1,7.5,1,1,0.1116,-3.66,-0.9684,-0.0867741935,-1.0412903226
ABFS,Arkansas Best Corporation,285883398.72,Transportation,Trucking Freight/Courier Services,11-2-2012,11.16,0.12,0.1116,47.0910443339,02-16-13,0.9,77,10,13,1,0.1116,-1.16,-0.1484,-0.013297491,-0.1595698925
ABFS,Arkansas Best Corporation,285883398.72,Transportation,Trucking Freight/Courier Services,11-2-2012,11.16,0.12,0.1116,47.0910443339,02-16-13,0.2,284,12.5,9,1,0.1116,1.34,0.3116,0.027921147,0.3350537634
ABFS,Arkansas Best Corporation,285883398.72,Transportation,Trucking Freight/Courier Services,11-2-2012,11.16,0.12,0.1116,47.0910443339,02-16-13,0.05,1,17.5,1,1,0.1116,6.34,0.1616,0.0144802867,0.1737634409
ABFS,Arkansas Best Corporation,285883398.72,Transportation,Trucking Freight/Courier Services,11-2-2012,11.16,0.12,0.1116,47.0910443339,03-16-13,3.47,735,7.5,60,1,0.1116,-3.66,-0.0784,-0.0070250896,-0.0421505376
ABFS,Arkansas Best Corporation,285883398.72,Transportation,Trucking Freight/Courier Services,11-2-2012,11.16,0.12,0.1116,47.0910443339,03-16-13,1.4,"2,171",10,990,1,0.1116,-1.16,0.3516,0.0315053763,0.1890322581
ABFS,Arkansas Best Corporation,285883398.72,Transportation,Trucking Freight/Courier Services,11-2-2012,11.16,0.12,0.1116,47.0910443339,03-16-13,0.35,"1,949",12.5,100,1,0.1116,1.34,0.4616,0.0413620072,0.248172043
ABFS,Arkansas Best Corporation,285883398.72,Transportation,Trucking Freight/Courier Services,11-2-2012,11.16,0.12,0.1116,47.0910443339,03-16-13,0.5,3,15,0,1,0.1116,3.84,0.6116,0.0548028674,0.3288172043
ABFS,Arkansas Best Corporation,285883398.72,Transportation,Trucking Freight/Courier Services,11-2-2012,11.16,0.12,0.1116,47.0910443339,06-22-13,3.8,123,7.5,4,2,0.2232,-3.66,0.3632,0.0325448029,0.0781075269
ABFS,Arkansas Best Corporation,285883398.72,Transportation,Trucking Freight/Courier Services,11-2-2012,11.16,0.12,0.1116,47.0910443339,06-22-13,1.95,138,10,35,2,0.2232,-1.16,1.0132,0.0907885305,0.2178924731
ABFS,Arkansas Best Corporation,285883398.72,Transportation,Trucking Freight/Courier Services,11-2-2012,11.16,0.12,0.1116,47.0910443339,06-22-13,0.75,78,12.5,10,2,0.2232,1.34,0.9732,0.0872043011,0.2092903226
ABFS,Arkansas Best Corporation,285883398.72,Transportation,Trucking Freight/Courier Services,11-2-2012,11.16,0.12,0.1116,47.0910443339,06-22-13,0.25,180,15,5,2,0.2232,3.84,0.4732,0.0424014337,0.1017634409
ABG,Asbury Automotive Group Inc,1084237352.88,Consumer Durables,Automotive Aftermarket,7-30-2008,34.41,0,0,26.2454056983,02-16-13,9,10,25,10,2,0,-9.41,-0.41,-0.0119151409,-0.1429816914
ABG,Asbury Automotive Group Inc,1084237352.88,Consumer Durables,Automotive Aftermarket,7-30-2008,34.41,0,0,26.2454056983,02-16-13,3.2,20,30,1,2,0,-4.41,-1.21,-0.0351641965,-0.4219703575
ABG,Asbury Automotive Group Inc,1084237352.88,Consumer Durables,Automotive Aftermarket,7-30-2008,34.41,0,0,26.2454056983,02-16-13,1.1,261,35,18,2,0,0.59,1.1,0.0319674513,0.3836094159
ABG,Asbury Automotive Group Inc,1084237352.88,Consumer Durables,Automotive Aftermarket,7-30-2008,34.41,0,0,26.2454056983,02-16-13,9,10,25,10,2,0,-9.41,-0.41,-0.0119151409,-0.1429816914
ABG,Asbury Automotive Group Inc,1084237352.88,Consumer Durables,Automotive Aftermarket,7-30-2008,34.41,0,0,26.2454056983,02-16-13,3.2,20,30,1,2,0,-4.41,-1.21,-0.0351641965,-0.4219703575
ABG,Asbury Automotive Group Inc,1084237352.88,Consumer Durables,Automotive Aftermarket,7-30-2008,34.41,0,0,26.2454056983,02-16-13,1.1,261,35,18,2,0,0.59,1.1,0.0319674513,0.3836094159
ABG,Asbury Automotive Group Inc,1084237352.88,Consumer Durables,Automotive Aftermarket,7-30-2008,34.41,0,0,26.2454056983,04-20-13,8.15,2,20,2,2,0,-14.41,-6.26,-0.1819238593,-0.7276954374
ABG,Asbury Automotive Group Inc,1084237352.88,Consumer Durables,Automotive Aftermarket,7-30-2008,34.41,0,0,26.2454056983,04-20-13,4.7,13,30,4,2,0,-4.41,0.29,0.0084277826,0.0337111305
ABG,Asbury Automotive Group Inc,1084237352.88,Consumer Durables,Automotive Aftermarket,7-30-2008,34.41,0,0,26.2454056983,04-20-13,1.47,41,35,3,2,0,0.59,1.47,0.0427201395,0.170880558
ABG,Asbury Automotive Group Inc,1084237352.88,Consumer Durables,Automotive Aftermarket,7-30-2008,34.41,0,0,26.2454056983,04-20-13,0.65,12,40,6,2,0,5.59,0.65,0.0188898576,0.0755594304
ABM,ABM Industries Incorporated,1184563020.41,Finance,Diversified Commercial Services,12-19-2012,21.77,0.585,1.0612875,30.7776891149,04-20-13,0.7,7,20,1,1,1.0612875,-1.77,-0.0087125,-0.0004002067,-0.0016008268
ABM,ABM Industries Incorporated,1184563020.41,Finance,Diversified Commercial Services,12-19-2012,21.77,0.585,1.0612875,30.7776891149,04-20-13,0.4,30,22.5,20,1,1.0612875,0.73,1.4612875,0.067123909,0.2684956362
ABT,Abbott Laboratories,51830095096.23,Consumer Durables,Major Pharmaceuticals,1-11-2012,32.79,0.8724,2.383833,39.2153231628,02-16-13,1.89,67,31,22,2,4.767666,-1.79,4.867666,0.1484497103,1.7813965233
ABT,Abbott Laboratories,51830095096.23,Consumer Durables,Major Pharmaceuticals,1-11-2012,32.79,0.8724,2.383833,39.2153231628,02-16-13,0.99,723,32,156,2,4.767666,-0.79,4.967666,0.1514994206,1.8179930467
ABT,Abbott Laboratories,51830095096.23,Consumer Durables,Major Pharmaceuticals,1-11-2012,32.79,0.8724,2.383833,39.2153231628,02-16-13,0.34,"2,121",33,109,2,4.767666,0.21,5.107666,0.1557690149,1.8692281793
ABT,Abbott Laboratories,51830095096.23,Consumer Durables,Major Pharmaceuticals,1-11-2012,32.79,0.8724,2.383833,39.2153231628,02-16-13,0.06,"5,025",34,24,2,4.767666,1.21,4.827666,0.1472298262,1.766757914
ABT,Abbott Laboratories,51830095096.23,Consumer Durables,Major Pharmaceuticals,1-11-2012,32.79,0.8724,2.383833,39.2153231628,02-16-13,0.02,719,35,8,2,4.767666,2.21,4.787666,0.1460099421,1.7521193047
ABT,Abbott Laboratories,51830095096.23,Consumer Durables,Major Pharmaceuticals,1-11-2012,32.79,0.8724,2.383833,39.2153231628,02-16-13,1.89,67,31,22,2,4.767666,-1.79,4.867666,0.1484497103,1.7813965233
ABT,Abbott Laboratories,51830095096.23,Consumer Durables,Major Pharmaceuticals,1-11-2012,32.79,0.8724,2.383833,39.2153231628,02-16-13,0.99,723,32,156,2,4.767666,-0.79,4.967666,0.1514994206,1.8179930467
ABT,Abbott Laboratories,51830095096.23,Consumer Durables,Major Pharmaceuticals,1-11-2012,32.79,0.8724,2.383833,39.2153231628,02-16-13,0.34,"2,121",33,109,2,4.767666,0.21,5.107666,0.1557690149,1.8692281793
ABT,Abbott Laboratories,51830095096.23,Consumer Durables,Major Pharmaceuticals,1-11-2012,32.79,0.8724,2.383833,39.2153231628,02-16-13,0.06,"5,025",34,24,2,4.767666,1.21,4.827666,0.1472298262,1.766757914
ABT,Abbott Laboratories,51830095096.23,Consumer Durables,Major Pharmaceuticals,1-11-2012,32.79,0.8724,2.383833,39.2153231628,02-16-13,0.02,719,35,8,2,4.767666,2.21,4.787666,0.1460099421,1.7521193047
ABT,Abbott Laboratories,51830095096.23,Consumer Durables,Major Pharmaceuticals,1-11-2012,32.79,0.8724,2.383833,39.2153231628,03-16-13,2.02,21,31,11,2,4.767666,-1.79,4.997666,0.1524143336,0.9144860018
ABT,Abbott Laboratories,51830095096.23,Consumer Durables,Major Pharmaceuticals,1-11-2012,32.79,0.8724,2.383833,39.2153231628,03-16-13,1.17,110,32,4,2,4.767666,-0.79,5.147666,0.1569888991,0.9419333943
ABT,Abbott Laboratories,51830095096.23,Consumer Durables,Major Pharmaceuticals,1-11-2012,32.79,0.8724,2.383833,39.2153231628,03-16-13,0.57,465,33,250,2,4.767666,0.21,5.337666,0.1627833486,0.9767000915
ABT,Abbott Laboratories,51830095096.23,Consumer Durables,Major Pharmaceuticals,1-11-2012,32.79,0.8724,2.383833,39.2153231628,03-16-13,0.2,"1,437",34,13,2,4.767666,1.21,4.967666,0.1514994206,0.9089965233
ABT,Abbott Laboratories,51830095096.23,Consumer Durables,Major Pharmaceuticals,1-11-2012,32.79,0.8724,2.383833,39.2153231628,03-16-13,0.06,24,35,6,2,4.767666,2.21,4.827666,0.1472298262,0.883378957
ABT,Abbott Laboratories,51830095096.23,Consumer Durables,Major Pharmaceuticals,1-11-2012,32.79,0.8724,2.383833,39.2153231628,05-18-13,2.33,59,31,21,2,4.767666,-1.79,5.307666,0.1618684355,0.4856053065
ABT,Abbott Laboratories,51830095096.23,Consumer Durables,Major Pharmaceuticals,1-11-2012,32.79,0.8724,2.383833,39.2153231628,05-18-13,1.54,377,32,7,2,4.767666,-0.79,5.517666,0.1682728271,0.5048184812
ABT,Abbott Laboratories,51830095096.23,Consumer Durables,Major Pharmaceuticals,1-11-2012,32.79,0.8724,2.383833,39.2153231628,05-18-13,0.95,713,33,40,2,4.767666,0.21,5.717666,0.1743722476,0.5231167429
ABT,Abbott Laboratories,51830095096.23,Consumer Durables,Major Pharmaceuticals,1-11-2012,32.79,0.8724,2.383833,39.2153231628,05-18-13,0.56,"1,173",34,"2,590",2,4.767666,1.21,5.327666,0.1624783776,0.4874351327
ABT,Abbott Laboratories,51830095096.23,Consumer Durables,Major Pharmaceuticals,1-11-2012,32.79,0.8724,2.383833,39.2153231628,05-18-13,0.26,"1,038",35,438,2,4.767666,2.21,5.027666,0.1533292467,0.4599877402
ABV,Companhia de Bebidas das Americas - AmBev,142764044740,Consumer Non-Durables,Beverages (Production/Distribution),12-27-2012,45.77,1.373,5.2368508333,31.7874967526,02-16-13,1.96,379,44,10,0,0,-1.77,0.19,0.0041511907,0.0498142888
ABV,Companhia de Bebidas das Americas - AmBev,142764044740,Consumer Non-Durables,Beverages (Production/Distribution),12-27-2012,45.77,1.373,5.2368508333,31.7874967526,02-16-13,1.13,102,45,14,0,0,-0.77,0.36,0.007865414,0.0943849683
ABV,Companhia de Bebidas das Americas - AmBev,142764044740,Consumer Non-Durables,Beverages (Production/Distribution),12-27-2012,45.77,1.373,5.2368508333,31.7874967526,02-16-13,0.4,121,46,2,0,0,0.23,0.4,0.0087393489,0.104872187
ABV,Companhia de Bebidas das Americas - AmBev,142764044740,Consumer Non-Durables,Beverages (Production/Distribution),12-27-2012,45.77,1.373,5.2368508333,31.7874967526,02-16-13,0.2,5,47,5,0,0,1.23,0.2,0.0043696745,0.0524360935
ABV,Companhia de Bebidas das Americas - AmBev,142764044740,Consumer Non-Durables,Beverages (Production/Distribution),12-27-2012,45.77,1.373,5.2368508333,31.7874967526,02-16-13,0.1,"2,500",50,"2,500",0,0,4.23,0.1,0.0021848372,0.0262180468
ABV,Companhia de Bebidas das Americas - AmBev,142764044740,Consumer Non-Durables,Beverages (Production/Distribution),12-27-2012,45.77,1.373,5.2368508333,31.7874967526,02-16-13,1.96,379,44,10,0,0,-1.77,0.19,0.0041511907,0.0498142888
ABV,Companhia de Bebidas das Americas - AmBev,142764044740,Consumer Non-Durables,Beverages (Production/Distribution),12-27-2012,45.77,1.373,5.2368508333,31.7874967526,02-16-13,1.13,102,45,14,0,0,-0.77,0.36,0.007865414,0.0943849683
ABV,Companhia de Bebidas das Americas - AmBev,142764044740,Consumer Non-Durables,Beverages (Production/Distribution),12-27-2012,45.77,1.373,5.2368508333,31.7874967526,02-16-13,0.4,121,46,2,0,0,0.23,0.4,0.0087393489,0.104872187
ABV,Companhia de Bebidas das Americas - AmBev,142764044740,Consumer Non-Durables,Beverages (Production/Distribution),12-27-2012,45.77,1.373,5.2368508333,31.7874967526,02-16-13,0.2,5,47,5,0,0,1.23,0.2,0.0043696745,0.0524360935
ABV,Companhia de Bebidas das Americas - AmBev,142764044740,Consumer Non-Durables,Beverages (Production/Distribution),12-27-2012,45.77,1.373,5.2368508333,31.7874967526,02-16-13,0.1,"2,500",50,"2,500",0,0,4.23,0.1,0.0021848372,0.0262180468
ABV,Companhia de Bebidas das Americas - AmBev,142764044740,Consumer Non-Durables,Beverages (Production/Distribution),12-27-2012,45.77,1.373,5.2368508333,31.7874967526,03-16-13,1.15,2,45,2,1,5.2368508333,-0.77,5.6168508333,0.1227190481,0.7363142888
ABV,Companhia de Bebidas das Americas - AmBev,142764044740,Consumer Non-Durables,Beverages (Production/Distribution),12-27-2012,45.77,1.373,5.2368508333,31.7874967526,03-16-13,0.58,45,47,8,1,5.2368508333,1.23,5.8168508333,0.1270887226,0.7625323356
ABV,Companhia de Bebidas das Americas - AmBev,142764044740,Consumer Non-Durables,Beverages (Production/Distribution),12-27-2012,45.77,1.373,5.2368508333,31.7874967526,04-20-13,2.15,146,44,10,1,5.2368508333,-1.77,5.6168508333,0.1227190481,0.4908761926
ABV,Companhia de Bebidas das Americas - AmBev,142764044740,Consumer Non-Durables,Beverages (Production/Distribution),12-27-2012,45.77,1.373,5.2368508333,31.7874967526,04-20-13,1.7,464,45,2,1,5.2368508333,-0.77,6.1668508333,0.1347356529,0.5389426116
ABV,Companhia de Bebidas das Americas - AmBev,142764044740,Consumer Non-Durables,Beverages (Production/Distribution),12-27-2012,45.77,1.373,5.2368508333,31.7874967526,04-20-13,1.29,161,46,4,1,5.2368508333,0.23,6.5268508333,0.1426010669,0.5704042677
ABV,Companhia de Bebidas das Americas - AmBev,142764044740,Consumer Non-Durables,Beverages (Production/Distribution),12-27-2012,45.77,1.373,5.2368508333,31.7874967526,04-20-13,0.79,67,47,1,1,5.2368508333,1.23,6.0268508333,0.1316768808,0.5267075231
ABV,Companhia de Bebidas das Americas - AmBev,142764044740,Consumer Non-Durables,Beverages (Production/Distribution),12-27-2012,45.77,1.373,5.2368508333,31.7874967526,04-20-13,0.25,13,49,3,1,5.2368508333,3.23,5.4868508333,0.1198787597,0.479515039
